num_nodes,num_keys,checkpoint,checkpoint_scan,checkpoint_network,checkpoint_verify,checkpoint_update
100,100000000,1670.0737,127.134964,1096.8723,139.80902,303.82898
100,100000000,1670.336,146.37563,1084.1157,141.2998,294.5964
100,100000000,1670.3257,133.40483,1102.985,137.61806,293.86838
100,100000000,1670.5878,140.06091,1086.1365,140.9115,299.2604
100,100000000,1670.5068,164.98831,1070.0144,138.86824,293.82657
100,100000000,1670.2075,160.45042,1075.3032,140.63693,289.43073
100,100000000,1669.8258,139.64368,1092.1266,141.92822,291.6207
100,100000000,1670.665,143.38539,1080.6965,141.50548,300.54987
100,100000000,1670.284,151.23474,1075.1727,141.86949,299.82794
100,100000000,1670.6218,142.38078,1114.1488,139.0589,270.45978
100,100000000,1670.6813,151.15985,1076.3134,140.57889,298.06454
100,100000000,1670.7483,140.62471,1095.664,138.42873,293.5851
100,100000000,1670.9052,120.37827,1115.8857,139.68875,290.64383
100,100000000,1670.9562,138.26929,1088.849,140.81284,298.66122
100,100000000,1670.9196,155.4476,1073.211,141.90997,297.91946
100,100000000,1670.9817,155.78032,1078.5835,140.64362,293.36267
100,100000000,1670.7996,168.92816,953.7996,145.73172,399.324
100,100000000,1671.3921,151.25755,1073.4108,140.66484,303.79642
100,100000000,1672.0359,179.17885,862.3837,145.86037,481.0806
100,100000000,1674.6735,166.2428,871.22626,145.84409,485.84094
100,100000000,1675.2157,185.26434,849.82684,145.01321,489.3237
100,100000000,1675.8783,168.9332,875.29266,145.71538,479.95502
100,100000000,1677.1122,177.18272,854.5918,149.93785,489.43
100,100000000,1676.3749,213.59782,827.7251,150.39284,479.40045
100,100000000,1676.4341,208.42601,824.25977,147.68602,490.72092
100,100000000,1677.2275,166.04948,1040.1937,142.48776,324.0043
100,100000000,1677.9237,190.87442,844.3209,144.72244,494.7535
100,100000000,1677.8447,211.7974,841.69855,147.24779,471.11935
100,100000000,1677.6704,180.6277,853.08575,149.4063,488.73807
100,100000000,1677.7189,195.66496,832.7073,147.7468,498.75867
100,100000000,1677.9047,201.64063,850.803,142.71024,479.72092
100,100000000,1678.3385,180.58707,861.06024,147.67824,482.9804
100,100000000,1678.3354,176.47679,854.22595,145.16623,499.12524
100,100000000,1678.4615,174.70576,855.3222,147.66808,497.8677
100,100000000,1677.2545,174.01353,857.3087,146.59755,496.19125
100,100000000,1678.3083,214.41937,824.1035,147.5338,489.12708
100,100000000,1678.422,175.39243,853.3205,147.29451,497.03876
100,100000000,1678.8243,169.37047,955.37225,142.35007,408.56635
100,100000000,1679.0648,202.33032,845.618,143.10837,482.30322
100,100000000,1679.114,210.4589,862.6363,147.26419,452.98267
100,100000000,1678.6199,218.90373,814.4046,150.60017,489.37335
100,100000000,1679.3419,192.77179,889.8863,143.05626,450.29706
100,100000000,1679.2509,200.85464,845.92535,148.78731,477.9303
100,100000000,1679.4153,180.04419,864.34406,147.605,484.1331
100,100000000,1679.6156,197.75826,882.96234,146.2811,449.24402
100,100000000,1679.0393,174.61833,872.69525,147.58946,478.62357
100,100000000,1679.3667,174.4641,877.057,146.98843,475.10684
100,100000000,1679.0127,180.60422,854.6776,146.91016,493.8509
100,100000000,1679.4993,174.56587,868.0732,144.98701,488.48126
100,100000000,1679.8195,176.295,855.34485,147.80113,494.99677
100,100000000,1679.5541,214.42012,821.0878,147.03804,493.7577
