network,app,setting,tput,p50,p99,_notes,_ignore
,,,,,,"APP: Utxo, STORAGE: Big, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Lan, NUM_CONCURRENT: 6000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
,,,,,,"APP: Utxo, STORAGE: Full, SHARDING: Sharding { num_shards: 10, num_shard_faulty_nodes: 3 }, NETWORK: Wan, NUM_CONCURRENT: 3000, CACHE_SIZE: 4000000, THETA: 0.99, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Wan,Utxo,Sharded,0.099768362388922,5.435817983,5.448400895,"concurrent = 0"
Wan,Utxo,Sharded,9856.341967452026,5.435817983,5.544869887,"concurrent = 5000"
Wan,Utxo,Sharded,19753.764069936602,5.419040767,5.570035711,"concurrent = 10000"
Wan,Utxo,Sharded,39591.98251200851,5.377097727,5.611978751,"concurrent = 20000"
Wan,Utxo,Sharded,79498.7064112189,5.402263551,5.637144575,"concurrent = 40000"
Wan,Utxo,Sharded,119408.21630830839,5.377097727,7.784628223,"concurrent = 60000"
Wan,Utxo,Sharded,152953.28120268448,5.410652159,8.099201022999999,"concurrent = 80000"
Wan,Utxo,Sharded,171808.31837770436,5.490343935,8.279556095,"concurrent = 100000"
Wan,Utxo,Sharded,199107.86332231804,6.329204735,8.984199167,"concurrent = 150000"
Wan,Utxo,Sharded,210902.11564454067,8.275361791,14.159970303,"concurrent = 200000"
Wan,Utxo,Sharded,265978.5542376057,11.081351167,17.037262847,"concurrent = 300000"

,,,,,,"APP: Ycsb, STORAGE: Full, SHARDING: Sharding { num_shards: 1, num_shard_faulty_nodes: 33 }, NETWORK: Lan, NUM_CONCURRENT: 8000, CACHE_SIZE: 4000000, THETA: 1.24, READ_RATIO: 0.95, NUM_KEYS: 100000000 ",true
Lan,Ycsb,Full,11.5723673250156,0.086704127,0.149159935,"concurrent = 0"
Lan,Ycsb,Full,2314.3321047705626,0.088276991,0.139722751,"concurrent = 10"
Lan,Ycsb,Full,10115.9392030904,0.097517567,0.148373503,"concurrent = 50"
Lan,Ycsb,Full,18093.25799688383,0.106168319,0.158466047,"concurrent = 100"
Lan,Ycsb,Full,45256.565281827236,0.129957887,0.196083711,"concurrent = 300"
Lan,Ycsb,Full,76871.87823955217,0.155975679,0.227016703,"concurrent = 600"
Lan,Ycsb,Full,110895.17139861063,0.183369727,0.259784703,"concurrent = 1000"
